nombre,run,Dv,Correo,Nombre_usuario,Contrasena,Telefono_contacto,Puntos,Codigo_agenda,Etiqueta,Codigo_reserva,Fecha,Monto,Cantidad_personas
"Raquel Acosta Toledo",20411338,6,,,dqVwt2OQQoSF0l,,3124,67106,Vacaciones,,,3096000,9
,20523287,7,,,pPLFMb349mrcYV,,6287,70274,Vacaciones,543117,,1393000,7
"Rocio Olivárez Esquibel",1692284,6,,rocio1971,NLBATiejWG1i5HQ,"+56 2 0313 4044",0,,Aniversario,,2025-08-29,,
"Raúl Lomeli Rocha",,,raOUl8051@marmol.com,raloro,B4ieZzmYWEBR,"+56 9 9775 3501",4441,72236,"Salida con Familia",543129,2025-02-03,12000,2
"Germán Bétancourt Garibay",,,gebOoga@edubus.cal,gebéga,iVLuxw2hdtY4QXW9,"+56 9 2953 2983",1075,62375,Vacaciones,543134,2025-05-15,1140000,10
"Germán Bétancourt Garibay",,,gebOoga@edubus.cal,gebéga,iVLuxw2hdtY4QXW9,"+56 9 2953 2983",1075,62375,Vacaciones,543135,2025-01-09,1830000,10
"Armando Galindo Alaniz",28830853,5,,argaal,1DVfCLyb3yY2hspC,"+56 9 3323 4827",7360,67977,Vacaciones,543151,2025-09-24,295000,5
"Joaquín Reséndez Santacruz",,,joresa@edubus.cal,,2xY5BlR3iA,"+56 2 4988 0343",0,63758,"Salida con Amigos",,2025-03-04,54000,
"Horacio Mena Pelayo",20319615,6,,Horaciopelayo,h2Mn9Fyqhz,"+56 2 6089 2994",8655,71001,"Cena de Trabajo",543184,2025-04-08,1539000,9
"Gabriela Sosa Peralta",19948789,2,,gasope,Ar2cOp5mF19BV4Z,"+56 9 7049 2665",1976,65414,Aniversario,543189,2025-04-20,1764000,9
"Sta. Rocio Franco Preciado",,,sta.2497@outluc.com,sta.5223,8Zmet8YCL6IOr,"+56 9 0067 4304",5501,65467,"Salida con Familia",543197,2025-05-17,1480000,10
"Sta. Rocio Franco Preciado",,,,sta.5223,8Zmet8YCL6IOr,"+56 9 0067 4304",0,65467,,543198,2025-07-14,3640000,
"Sta. Rocio Franco Preciado",,,sta.2497@outluc.com,sta.5223,8Zmet8YCL6IOr,"+56 9 0067 4304",5501,65467,"Salida con Familia",543200,2025-02-11,2930000,10
"Jacobo Nevárez Armijo",9813706,8,jacobo5523@outluc.com,,yUV6r4bUZ3tcq,,0,63804,"Cena de Trabajo",,,3370000,10
"Sonia Ozuna Gallardo",,,soozga@viajesanma.com,soozga,jUSg7rqj,"+56 9 7325 4822",3174,62818,Aniversario,543246,2025-08-06,1800000,8
"Sonia Ozuna Gallardo",,,soozga@viajesanma.com,soozga,jUSg7rqj,"+56 9 7325 4822",3174,62818,Aniversario,543248,2026-02-13,1096000,8
"Sra. Sancho Delvalle Amador",,,sra.5787@edubus.cal,sra.4823,qJvJenCo15jf34Pi,"+56 2 1509 4365",7064,62134,"Cena de Trabajo",543265,2025-04-21,106000,1
"Rubén Montero Santillán",,,,rubén244,,"+56 2 2810 4879",3429,71894,,,2025-02-23,,9
"Luis Miguel Ibarra Amador",3697637,3,,luis3978,b4sMC9H0J,"+56 9 7284 1952",4384,63829,"Salida con Familia",543279,2025-05-25,1280000,8
"Marcos Delrío Gaona",6163899,7,,marcos301,YNbMI9F4,"+56 9 6547 1215",345,62255,"Cena de Trabajo",543284,2026-08-07,315000,3
"Francisca Medina Rojas",22712440,7,,Franciscarojas,Q6uAvfB6l2Fp,"+56 9 0468 5305",9287,67248,"Salida con Familia",543294,2026-01-11,1392000,8
"Francisca Medina Rojas",22712440,7,,Franciscarojas,Q6uAvfB6l2Fp,"+56 9 0468 5305",9287,67248,"Salida con Familia",543299,2026-07-29,688000,8
"Ernesto Serna Arredondo",13638182,2,,Ernestoarredondo,LdZiGq2455QO,"+56 2 3358 0817",1019,62642,"Cena de Trabajo",543312,2025-01-05,408000,3
,13638182,2,,Ernestoarredondo,,,1019,62642,"Cena de Trabajo",543327,,504000,3
"Claudio Sáenz Galarza",,,claudio1872@wass.com,Claudiogalarza,cm1LFkTWrj47SY,"+56 2 4097 1319",5620,62530,Aniversario,543345,2025-02-02,1190000,7
"Claudio Sáenz Galarza",,,claudio1872@wass.com,Claudiogalarza,cm1LFkTWrj47SY,"+56 2 4097 1319",5620,62530,Aniversario,543346,2025-03-07,1372000,7
"Claudio Sáenz Galarza",,,claudio1872@wass.com,Claudiogalarza,cm1LFkTWrj47SY,"+56 2 4097 1319",5620,62530,Aniversario,543347,2025-05-05,602000,7
"Sr. Blanca Aranda Córdova",,,srblarcOI@edubus.cal,sr.5405,zWb2QhUE,"+56 9 7618 0235",2653,64690,"Salida con Amigos",543362,2025-07-11,1992000,8
"Sr. Blanca Aranda Córdova",,,srblarcOI@edubus.cal,sr.5405,zWb2QhUE,"+56 9 7618 0235",2653,64690,"Salida con Amigos",543363,2025-06-22,2128000,8
"Sr. Blanca Aranda Córdova",,,,sr.5405,zWb2QhUE,"+56 9 7618 0235",2653,64690,"Salida con Amigos",543367,2025-06-23,2832000,8
"Rosario Monroy Ruiz",10762471,6,,Rosarioruiz,b66C8soL,"+56 2 6412 0113",8174,70204,"Cena de Trabajo",543368,2025-10-22,372000,2
"Sta. Benito Fernández Delafuente",,,,stbefede,BnLxES3z4i,"+56 2 4341 8886",7822,72194,"Salida con Familia",543386,2025-11-10,447000,3
"Sta. Benito Fernández Delafuente",,,sta.7096@wass.com,stbefede,BnLxES3z4i,,7822,,,,2025-01-02,525000,3
"Sta. Benito Fernández Delafuente",,,sta.7096@wass.com,stbefede,BnLxES3z4i,"+56 2 4341 8886",7822,,,543389,2025-06-19,348000,
"Blanca Espinal Araña",,,,,Ku8VgQ5n,"+56 2 3247 1190",8208,62767,Aniversario,,,328000,
"Blanca Espinal Araña",,,blesar@marmol.com,Blancaaraña,Ku8VgQ5n,"+56 2 3247 1190",0,62767,,,,446000,2
"Graciela Vélez Rico",,,grvOori@marmol.com,,,,506,,Aniversario,543398,2025-10-13,636000,4
"Miguel Olmos Tórrez",21477547,6,,miguel8202,unKaoT6X,"+56 9 5017 7747",124,62257,"Cena de Trabajo",543403,2025-12-06,573000,3
"Lorena Banda Piña",2301800,4,,Lorenapiña,ExoNcX29qo7NAVp,"+56 2 0079 1051",5476,65363,"Salida con Amigos",543405,2025-10-24,1260000,7
"Lorena Banda Piña",2301800,4,,Lorenapiña,ExoNcX29qo7NAVp,"+56 2 0079 1051",5476,65363,"Salida con Amigos",543406,2026-04-09,392000,7
"María Soledad Casares Bustamante",3272869,3,,Maríabustamante,mf1CMoeEpNjGr5sw,"+56 9 7475 2654",779,62853,"Salida con Familia",543408,2025-03-23,188000,2
"Sta. Benito Fernández Delafuente",,,sta.7096@wass.com,stbefede,BnLxES3z4i,"+56 2 4341 8886",7822,61508,"Cena de Trabajo",543432,2025-05-25,414000,3
"Sta. Benito Fernández Delafuente",,,sta.7096@wass.com,stbefede,BnLxES3z4i,"+56 2 4341 8886",7822,61508,"Cena de Trabajo",543437,2025-04-04,360000,3
"Estela Batista Villalpando",,,,,XTJh9gtY3gM,"+56 2 8815 4980",8963,67505,,,,260000,2
"Cristobal Rivas Guardado",27990272,6,,Cristobalguardado,vIxTjODi7VP6Pa1,"+56 9 7913 5851",998,72096,Vacaciones,543445,2025-10-07,848000,8
"Sr. Pedro Tafoya Angulo",7127261,3,,sr.4222,OFbkmkK4PlBTd,"+56 9 8688 8947",6268,,,543464,,3101000,
"María Luisa Ferrer Moya",,,malufemo@edubus.cal,Maríamoya,5KpX72ieDPBU,"+56 9 2189 8335",7794,67464,"Salida con Amigos",543480,2025-01-05,972000,9
"Lucia Barrientos Nieves",,,Lucianieves@marmol.com,lubani,Y1cHmGlVPG1Yu8,"+56 9 2991 8288",2360,61257,Aniversario,543484,2025-03-30,51000,3
"Lucia Barrientos Nieves",,,,lubani,Y1cHmGlVPG1Yu8,"+56 9 2991 8288",2360,,Aniversario,,2025-01-13,,3
"Lucia Barrientos Nieves",,,Lucianieves@marmol.com,lubani,Y1cHmGlVPG1Yu8,"+56 9 2991 8288",2360,61257,Aniversario,543493,2025-04-22,510000,3
,,,,irene1466,,,2078,63735,Aniversario,543496,2025-01-04,1072000,8
"Sra. Olivia Espino Zapata",27395195,4,,sra.4705,lELWVz4Di7,"+56 9 5807 9610",4721,66456,"Cena de Trabajo",543515,2025-09-09,992000,8
"Benjamín Arias Cisneros",5911315,1,,bearci,I1OkS3OoMnw80F,"+56 9 2752 3060",5228,69883,Aniversario,543574,2025-06-18,1168000,8
"Clara Carrion Chacón",5283873,8,,clara4704,Bx0yhNvHH,"+56 2 7666 8259",7064,63076,"Cena de Trabajo",543591,2025-02-19,1611000,9
"Sra. Clara Muñiz Otero",29779920,7,,srclmuot,LiNjQk5bGmLUY,"+56 2 4500 1055",794,70379,Aniversario,543597,2025-01-30,297000,3
"Salvador Carreón Alvarado",19853401,3,,Salvadoralvarado,4AAApWXBcHT,"+56 9 4159 7363",7073,70409,Aniversario,543620,2025-07-11,655000,5
"Claudia Peña Salgado",3950021,3,,clpesa,JOCv8zShJZ4jm5OA,"+56 9 4815 8413",9472,63061,Vacaciones,543627,2025-06-21,664000,4
"Homero Tovar Melgar",18895170,8,,Homeromelgar,n0SKf5mA,"+56 9 1610 1477",2463,66235,"Salida con Familia",543682,2025-09-16,786000,6
,5329459,6,,elvira6944,QcIo7N3B,"+56 9 4151 4288",1645,61183,,543642,,732000,
,,,,,2dznBSPTlo,"+56 2 6903 8597",3290,67280,"Salida con Familia",543683,,,9
"Guadalupe Nieves Garay",15292137,3,,guniga,78F3UxNQhAyIff,"+56 9 6780 5877",3118,68051,Aniversario,543710,2025-02-16,121000,1
"Marco Antonio Ávalos Maestas",2120428,5,,maanávma,9Fi2cJ85V5DeQCn1,"+56 2 5083 6797",8003,62078,Vacaciones,543722,2025-01-07,959000,7
"Marcos Zamudio Moya",7973731,3,,marcos4796,J382S8pZvWECkYe,"+56 9 8861 3070",5517,64724,"Cena de Trabajo",543723,2026-02-13,1314000,9
"Marcos Zamudio Moya",7973731,3,,,J382S8pZvWECkYe,"+56 9 8861 3070",5517,64724,"Cena de Trabajo",,2025-12-06,,
"Graciela Nieto Espinoza",13970082,1,,Gracielaespinoza,MxBDykj66TyP,"+56 2 0821 2147",186,70300,Aniversario,543738,2025-07-18,150000,2
"Alfredo Rosario Alicea",21656564,9,,alroal,DvayraPsoddDWP0,"+56 2 0506 6176",8398,64296,Aniversario,543759,2025-01-06,58000,1
"Jerónimo Meléndez Calderón",,,jerOInimo1288@wass.com,Jerónimocalderón,l4LRujqpgm,"+56 2 1913 8748",9987,68234,"Salida con Familia",543763,2025-07-13,1305000,9
"Jerónimo Meléndez Calderón",,,jerOInimo1288@wass.com,Jerónimocalderón,l4LRujqpgm,"+56 2 1913 8748",9987,68234,"Salida con Familia",543768,2025-01-10,2412000,9
"Jerónimo Meléndez Calderón",,,jerOInimo1288@wass.com,Jerónimocalderón,l4LRujqpgm,"+56 2 1913 8748",9987,68234,"Salida con Familia",543769,2025-04-21,1746000,9
"Irene Paredes Mota",3161683,2,,irene4514,8oZmAvYMtnP0,"+56 9 7251 4797",1376,64996,Vacaciones,543788,2025-02-19,909000,9
"Sr. Felipe Mojica Aragón",13979302,1,,sr.4353,lPZQ3PVm,"+56 9 8643 4068",3948,69548,Vacaciones,543796,2025-08-30,310000,10
"Sr. Felipe Mojica Aragón",13979302,1,Sr.aragOIn@wass.com,sr.4353,lPZQ3PVm,,0,,,543802,2025-05-30,890000,
"Ernesto Batista Marrero",,,erbama@marmol.com,erbama,8aW7xm8aMGlm,,0,71469,"Salida con Amigos",543803,,264000,
"Ernesto Batista Marrero",21105653,3,,erbama,8aW7xm8aMGlm,"+56 2 5132 9280",8337,71469,"Salida con Amigos",543804,2025-03-08,286000,2
"Sr. Marta Archuleta Tórrez",12301993,8,,sr.5091,SHQQep3erwUb,"+56 9 5928 6568",8761,62673,Aniversario,543805,2025-08-21,172000,2
"María José Iglesias Lemus",,,marOAa9324@wass.com,maría6962,WiS18mA8hRuAbyhc,"+56 2 9345 2750",8948,71370,"Salida con Amigos",543814,2025-09-15,1737000,9
"María José Iglesias Lemus",,,marOAa9324@wass.com,maría6962,WiS18mA8hRuAbyhc,"+56 2 9345 2750",8948,71370,"Salida con Amigos",543815,2025-10-11,1440000,9
"María José Iglesias Lemus",,,marOAa9324@wass.com,maría6962,WiS18mA8hRuAbyhc,"+56 2 9345 2750",8948,71370,"Salida con Amigos",543818,2025-11-16,1656000,9
"Verónica Granados Caldera",,,,vegrca,JnD7MYByR01,"+56 9 5247 3000",4685,64764,"Salida con Amigos",543833,2025-10-13,678000,6
"Verónica Granados Caldera",,,VerOInicacaldera@viajesanma.com,vegrca,JnD7MYByR01,"+56 9 5247 3000",4685,64764,"Salida con Amigos",543834,2025-04-03,696000,6
"Verónica Granados Caldera",,,VerOInicacaldera@viajesanma.com,vegrca,JnD7MYByR01,"+56 9 5247 3000",4685,64764,"Salida con Amigos",543835,2025-11-15,420000,6
"Francisco Rolón Ordóñez",7315984,9,,francisco9303,Wv2BqHC4d4M1KFRr,"+56 2 8112 4931",8233,65164,"Salida con Familia",543843,2025-06-14,3136000,8
,,,papOomo@viajesanma.com,pablo5315,ZUCmkKErpkgE1a,"+56 9 2127 0557",8556,,"Salida con Familia",543845,2025-10-25,,
"Pablo Pérez Montañez",15596150,3,,pablo5315,ZUCmkKErpkgE1a,"+56 9 2127 0557",8556,62102,"Salida con Familia",543847,2025-08-16,536000,8
"Magdalena Serrato Hinojosa",,,masehi@outluc.com,magdalena6104,mlNq1Vip,"+56 2 8900 2869",8766,63314,"Salida con Amigos",543861,2025-06-03,725000,5
"Magdalena Serrato Hinojosa",,,masehi@outluc.com,magdalena6104,mlNq1Vip,"+56 2 8900 2869",8766,63314,"Salida con Amigos",543865,2025-02-14,2230000,5
"Leticia Sierra Dávila",,,leticia2728@outluc.com,lesidá,fmNSa2PctcNZu,"+56 9 4675 4602",4610,66335,Vacaciones,543872,2025-02-13,117000,1
"Leticia Sierra Dávila",,,leticia2728@outluc.com,lesidá,fmNSa2PctcNZu,"+56 9 4675 4602",4610,66335,Vacaciones,543873,2025-01-12,71000,1
"Irene Haro Briones",,,Irenebriones@wass.com,Irenebriones,Ksposgs0yw,"+56 9 7436 1606",9578,66964,Vacaciones,543879,2025-08-12,833000,7
"Agustín Domínguez Sevilla",,,agdose@wass.com,Agustínsevilla,DQBxKj5b3RdBZV5,"+56 2 6282 7496",2447,64045,"Cena de Trabajo",543882,2025-05-27,140000,2
"Agustín Domínguez Sevilla",,,agdose@wass.com,Agustínsevilla,DQBxKj5b3RdBZV5,"+56 2 6282 7496",2447,64045,"Cena de Trabajo",543886,2025-03-27,362000,2
"Agustín Domínguez Sevilla",,,agdose@wass.com,Agustínsevilla,DQBxKj5b3RdBZV5,"+56 2 6282 7496",2447,64045,"Cena de Trabajo",543892,2025-05-17,268000,2
"Esperanza Concepción Sarabia",5329372,7,,esperanza2435,l2ZMqz6UCUICkj6,"+56 2 8846 5203",4828,65756,"Cena de Trabajo",543893,2025-04-17,405000,3
"Mariana Muro Holguín",13294916,6,,mariana5905,IvPGEtyuYaF20ka,"+56 9 7952 8634",2095,70796,"Salida con Amigos",543895,2025-03-27,28000,1
"Rosa Delapaz Galván",,,,Rosagalván,,"+56 9 1068 6439",248,,"Salida con Amigos",,2025-01-15,1120000,
"Rodrigo Raya Gracia",19506618,3,,roragr,AQk4IBKSg5,"+56 2 0488 9512",4267,68054,"Salida con Amigos",543913,2025-09-10,938000,7
"Mariana Nieves Chacón",,,,,0wg4xUKh9erG,"+56 9 4144 0328",4916,66470,"Salida con Familia",,,748000,4
"Mariana Nieves Chacón",13447297,9,,mariana4036,0wg4xUKh9erG,"+56 9 4144 0328",4916,66470,"Salida con Familia",543926,2025-02-11,236000,4
"Eduardo Quesada Macías",19518184,5,,eduardo6811,XEQiqAygX1i6YFcR,"+56 2 5515 2188",9556,69522,Aniversario,543933,2025-03-19,279000,3
"Carmen Osorio Rosario",17111288,5,caosro@viajesanma.com,caosro,mcS30BaBufG7,,4665,,"Cena de Trabajo",,,928000,
"Pilar Cardona Burgos",29377653,9,,pilar2120,82WNxp0kc6,"+56 2 4671 3304",8109,66938,"Salida con Amigos",543953,2025-02-16,732000,6
"Esteban Cano Ornelas",28896651,6,,esteban5666,N87kJbnrJb,"+56 2 7850 0944",8682,68619,Vacaciones,543989,2025-05-20,1035000,9
"Lucia Holguín Villalobos",,,,Luciavillalobos,eBTTGQ4JeTo1oz,"+56 9 2625 3693",3818,68752,Vacaciones,544008,2025-01-05,656000,4
"Laura Páez Abrego",,,Lauraabrego@viajesanma.com,,WVs0XlqP,"+56 2 7378 1801",544,,"Salida con Familia",544025,,1708000,7
"Claudia Navarro Caldera",,,,clnaca,U0Sqt64tNzr8ue,,0,70282,Aniversario,544035,2025-08-30,99000,
,,,,,p4umS8XSL7h,"+56 2 6569 2593",805,63393,,544045,,2548000,7
"Sra. Cristina Piña Hernández",28396783,2,,srcrpihe,125ScyEswFZTa9xN,"+56 9 4431 3560",1815,69061,Vacaciones,544061,2025-10-10,167000,1
"Sergio Concepción Yáñez",,,SergioyOenez@wass.com,sergio4963,1NYXiwzSbxn5T,"+56 9 4874 2047",5892,64240,"Salida con Familia",544067,2025-10-08,1323000,9
"Anita Peres Alarcón",,,,anita3752,4QRrY5Ctz,"+56 9 1478 9573",9113,65068,"Salida con Amigos",544073,2025-01-29,105000,1
"Anita Peres Alarcón",,,AnitaalarcOIn@viajesanma.com,anita3752,4QRrY5Ctz,"+56 9 1478 9573",9113,65068,"Salida con Amigos",544074,2026-05-14,177000,1
"Anita Peres Alarcón",,,AnitaalarcOIn@viajesanma.com,anita3752,4QRrY5Ctz,"+56 9 1478 9573",9113,65068,"Salida con Amigos",544075,2025-01-24,109000,1
"Manuela Delagarza Esquibel",,,madees@edubus.cal,Manuelaesquibel,,,7570,,Aniversario,544079,2025-11-24,1337000,
"Luis Miguel Coronado Cornejo",,,lumicoco@tourket.com,lumicoco,ZO7bx0mNM,"+56 9 9503 4572",679,66711,"Salida con Familia",544086,2025-07-31,3087000,7
"Juana Cardenas Narváez",13043350,2,,juana9236,VCTBTeg1,"+56 9 5958 4891",988,62379,"Cena de Trabajo",544090,2025-04-11,890000,10
"Sra. Jaime Altamirano Henríquez",2253104,2,,sra.3832,rQEJ5XC1bUk,"+56 9 8369 0853",6500,72042,"Cena de Trabajo",544093,2026-04-29,1089000,9
"Sr. Mariano Muñoz Quintana",9485407,5,,srmamuqu,Vc17SNoiFjZb,"+56 9 2442 9190",2953,67341,"Salida con Amigos",544115,2025-05-23,968000,4
"Marco Antonio Olivera Cepeda",14303523,9,,maanolce,p09xJOCNbFh,"+56 9 9508 3905",3529,67833,"Cena de Trabajo",544136,2025-09-09,276000,3
,,,,emcoto,i7NVVaMBvRCr29R,"+56 2 8287 8156",543,,"Salida con Amigos",,2026-05-11,375000,5
"Dolores Luna Olivo",,,dolores1233@edubus.cal,doluol,se9tbzmICCsr3Iu,"+56 9 0796 7444",7996,69291,"Salida con Familia",544163,2025-05-27,890000,10
"Pablo Saldivar Correa",,,Pablocorrea@marmol.com,pasaco,aq64l09Ut0VXk,"+56 2 7005 6906",3721,68547,"Salida con Familia",544164,2025-11-07,904000,4
"Pablo Saldivar Correa",,,Pablocorrea@marmol.com,pasaco,aq64l09Ut0VXk,"+56 2 7005 6906",3721,68547,"Salida con Familia",544165,2025-06-19,324000,4
"Pablo Saldivar Correa",,,Pablocorrea@marmol.com,pasaco,aq64l09Ut0VXk,"+56 2 7005 6906",3721,68547,"Salida con Familia",544166,2025-11-17,516000,4
"Anita Peres Alarcón",,,AnitaalarcOIn@viajesanma.com,anita3752,4QRrY5Ctz,"+56 9 1478 9573",9113,65068,"Salida con Amigos",544187,2025-04-28,540000,9
"Anita Peres Alarcón",,,AnitaalarcOIn@viajesanma.com,anita3752,4QRrY5Ctz,"+56 9 1478 9573",9113,65068,"Salida con Amigos",544191,2025-03-26,2871000,9
"Berta Arevalo Quintana",,,bearqu@outluc.com,berta582,oTzC150nRdX,"+56 9 0040 1751",7306,67606,"Salida con Familia",544192,2025-05-29,1330000,10
"Berta Arevalo Quintana",,,bearqu@outluc.com,berta582,oTzC150nRdX,"+56 9 0040 1751",7306,67606,"Salida con Familia",544196,2025-04-21,2000000,10
"Jorge Collado Santiago",7962837,9,,jorge3369,t3inwZ37LJBG,"+56 9 5435 2146",9602,64204,Vacaciones,544205,2025-03-11,124000,2
"Mateo Rodrígez Osorio",2531691,6,,mateo4318,WihakfKk9wCc8g,"+56 9 3763 7867",5986,61501,"Salida con Amigos",544211,2025-01-16,1825000,5
,7510903,2,benjamOAn4724@tourket.com,,ZGKhMse274,,3807,65749,,544227,,1180000,10
"Carolina Alemán Valadez",12505624,5,,Carolinavaladez,wTSqGh36A3a,"+56 9 3795 5493",5355,63376,"Cena de Trabajo",544233,2025-08-27,534000,6
"Francisca Carrillo Cintrón",,,FranciscacintrOIn@edubus.cal,francisca3249,07Eb9dec2E,"+56 9 5158 4555",6700,,Vacaciones,,2025-03-29,,2
"Francisca Carrillo Cintrón",9031502,1,,francisca3249,07Eb9dec2E,"+56 9 5158 4555",6700,70826,Vacaciones,544253,2025-01-26,218000,2
"Lorena Padilla Ureña",,,Lorenaurena@wass.com,lorena4109,JBP5lJNylOcnFJF,"+56 9 7110 2937",9326,66249,"Cena de Trabajo",544267,2025-10-07,234000,2
"Sr. Margarita Valdés Garica",,,Sr.garica@outluc.com,sr.1403,x4fBLCAkue8,"+56 9 3113 7519",9296,69147,"Cena de Trabajo",544268,2026-05-01,1040000,8
"Dorotea Robles Razo",27374782,6,,dorotea6737,9gy6UIqiwG5u,"+56 2 4515 1617",1750,70817,"Salida con Amigos",544271,2026-10-08,1048000,8
,,,,Tomásalba,Sdv1x0pfWc4,,4808,65491,"Salida con Amigos",,2025-05-25,,1
"Sergio Sauceda Ramos",22571434,7,,sergio1861,HVnxh5q6Oym2lK,"+56 9 2733 8710",8195,70939,"Salida con Familia",544300,2025-12-11,1086000,6
,1196677,2,,octavio8423,Vbm5Km38lSY,,8467,,Aniversario,544309,2025-06-28,,
"Sr. Elena Romero Olivas",15690798,7,,srelrool,owv9Jhnp77nr1s,"+56 9 4608 2024",5899,62904,"Salida con Amigos",544327,2025-01-19,1310000,5
"Joaquín Escobar Valadez",607980,6,,joesva,B1qCFqGclFHLOQ6,"+56 9 3830 3008",9009,69463,"Cena de Trabajo",544345,2025-01-03,204000,2
"Joaquín Escobar Valadez",607980,6,,joesva,,"+56 9 3830 3008",0,69463,"Cena de Trabajo",544348,2025-01-04,,
"Carolina Torres Luevano",9952677,7,,carolina2765,0nRyKoRs8Lj,"+56 9 5655 7345",2830,62268,"Salida con Amigos",544390,2025-02-12,1400000,8
"Sr. Cristian Candelaria Chávez",,,,sr.6655,GJ2uClPAIu,"+56 9 0317 2653",6946,64153,Aniversario,544409,2025-04-16,1269000,9
,,,,barale,HahUY728hMDIwK,"+56 2 6075 2033",2284,61746,Aniversario,544410,2025-01-21,,
"Barbara Rael León",477889,8,,,HahUY728hMDIwK,"+56 2 6075 2033",2284,61746,Aniversario,544413,,,
"María Luisa Echevarría Jaramillo",,,,maría5994,GdJbZa91JE9NT7T,"+56 9 8007 0396",8846,62889,"Cena de Trabajo",544415,2025-01-22,206000,2
"Lorena Madrigal Dávila",9565741,9,,lorena9266,Lz4a7mVqTi,"+56 9 9534 0069",418,70332,Vacaciones,544421,2025-02-14,414000,6
"Rosario Cordero Puente",,,,Rosariopuente,UF0QTiliEL7604,"+56 9 1606 4921",1663,61903,"Salida con Amigos",544422,2026-03-17,1136000,4
"Rosario Cordero Puente",,,Rosariopuente@edubus.cal,Rosariopuente,UF0QTiliEL7604,"+56 9 1606 4921",1663,61903,"Salida con Amigos",544425,2026-01-11,620000,4
"Sra. Florencia Chavarría Espinosa",,,srflches@tourket.com,sra.4653,M7xpiX4B,"+56 9 5783 0687",899,71333,Vacaciones,544426,2025-04-24,213000,3
"Sra. Florencia Chavarría Espinosa",,,srflches@tourket.com,sra.4653,M7xpiX4B,"+56 9 5783 0687",899,71333,Vacaciones,544427,2025-08-20,156000,3
"Bernardo Roybal Vigil",25508292,2,,berovi,lkj7ZfLOaWAdt,"+56 9 9176 3224",2093,64229,"Salida con Familia",544433,2026-05-21,165000,3
"María Soledad Avilés Anguiano",11784574,5,,masoavan,893PC5ukQT6,"+56 2 5104 9697",6365,65313,Aniversario,544441,2025-01-13,318000,6
"Sr. Catalina Rodarte Villagómez",,,sr.3360@outluc.com,Sr.villagómez,ydWE6gYLELrS61t,"+56 2 3708 0625",9736,68218,"Cena de Trabajo",544443,2025-08-12,300000,10
"Berta Manzanares Ortega",,,Bertaortega@viajesanma.com,bemaor,eJ9g1HDFLd,"+56 9 3461 1554",3647,65989,"Cena de Trabajo",544444,2025-02-07,539000,7
"Berta Manzanares Ortega",,,Bertaortega@viajesanma.com,bemaor,eJ9g1HDFLd,"+56 9 3461 1554",3647,65989,"Cena de Trabajo",544445,2025-02-13,1897000,7
"Sr. Concepción Corrales Guardado",16476482,6,,Sr.guardado,Md33r8YzEX0,"+56 2 4112 2911",5084,67679,Aniversario,544458,2025-10-31,1230000,6
"Pilar Cardona Burgos",29377653,9,,pilar2120,82WNxp0kc6,"+56 2 4671 3304",8109,70820,"Salida con Amigos",544460,2025-05-23,189000,1
"Sra. Marcos Banda Salas",,,Sra.salas@marmol.com,srmabasa,Q6M7dSj8ZWe,"+56 9 7961 1437",5511,62201,"Salida con Amigos",544470,2025-04-10,160000,1
"Sra. Marcos Banda Salas",,,Sra.salas@marmol.com,srmabasa,Q6M7dSj8ZWe,"+56 9 7961 1437",5511,62201,"Salida con Amigos",544474,2025-01-21,169000,1
"Sra. Marcos Banda Salas",,,Sra.salas@marmol.com,srmabasa,Q6M7dSj8ZWe,"+56 9 7961 1437",5511,62201,"Salida con Amigos",544480,2025-01-06,174000,1
"Hernán Piña Ulloa",28690164,6,,Hernánulloa,7eZWPyzcSarx5HOk,"+56 9 3495 7866",4369,65213,"Salida con Amigos",544484,2025-05-28,684000,4
"Sr. Isabela Carrillo Solano",2956069,2,,sriscaso,qV0aLFPo6zuqhtNd,"+56 2 8950 9757",4629,67449,"Salida con Familia",544488,2025-01-06,2475000,9
"Pilar Cardona Burgos",29377653,9,,pilar2120,82WNxp0kc6,"+56 2 4671 3304",8109,62138,"Cena de Trabajo",544491,2025-05-17,524000,4
"Pilar Cardona Burgos",29377653,9,,pilar2120,82WNxp0kc6,"+56 2 4671 3304",8109,62138,"Cena de Trabajo",544495,2025-11-04,124000,4
"Ramón Rangel Gracia",3303339,7,,ramón5744,T60Mc6kSBMcP,"+56 2 0540 7816",9532,63756,"Salida con Amigos",544523,2025-02-16,1944000,9
"Ramón Rangel Gracia",3303339,7,,ramón5744,T60Mc6kSBMcP,"+56 2 0540 7816",9532,63756,"Salida con Amigos",544524,2025-01-26,1944000,9
,,,MarOAamascarenas@wass.com,maría5822,SLKSV0sha,"+56 9 4531 8414",8616,,,544525,,700000,10
"Ricardo Ulloa Matías",,,,riulma,oJre6LR7O,,1054,63482,"Cena de Trabajo",,2026-05-10,171000,
"Ricardo Ulloa Matías",,,riulma@wass.com,riulma,oJre6LR7O,"+56 9 8323 0543",1054,63482,"Cena de Trabajo",544536,2025-03-19,186000,3
"Jorge Luis Páez Mojica",,,,jolupámo,fPtcntZsuDXi6U,"+56 2 9277 5755",5524,62148,"Cena de Trabajo",544542,2025-11-05,776000,8
